timestamp,open,high,low,close,vwap,volume,count,SMA,EMA,RollingHigh,RollingLow,StdDev,UpperBand,LowerBand,RSI
2024-12-30 14:56:00,91992.0,92000.0,91876.0,91876.0,91938.0,9.43086733,115,,91876.0,,,,,,
2024-12-30 14:57:00,91876.1,91960.1,91876.0,91914.7,91897.2,5.39134909,56,,91896.31749999999,,,,,,
2024-12-30 14:58:00,91903.8,91916.0,91876.0,91876.1,91888.1,2.07449698,28,,91888.89375520399,,,,,,
2024-12-30 14:59:00,91876.1,91876.1,91600.0,91632.3,91697.5,34.20457494,400,,91814.8191053616,,,,,,
2024-12-30 15:00:00,91632.4,91685.2,91500.0,91685.1,91563.3,7.73992763,373,,91783.44115766026,,,,,,
2024-12-30 15:01:00,91685.2,91829.0,91685.1,91829.0,91788.0,7.13457462,197,,91793.05199238435,,,,,,
2024-12-30 15:02:00,91829.0,92000.0,91771.6,91808.0,91824.3,8.28814622,209,,91795.87829063422,,,,,,
2024-12-30 15:03:00,91808.0,91808.0,91685.1,91685.2,91742.4,27.19433412,201,,91776.74699196294,,,,,,
2024-12-30 15:04:00,91685.2,91756.9,91685.1,91685.2,91711.3,0.31313638,118,,91762.06240680911,,,,,,
2024-12-30 15:05:00,91685.2,91685.2,91594.3,91609.4,91611.1,2.43369272,184,,91739.0727711381,,,,,,
2024-12-30 15:06:00,91666.8,91666.8,91600.0,91612.1,91649.8,67.49756820,60,,91720.95466772781,,,,,,
2024-12-30 15:07:00,91612.1,91612.1,91500.0,91605.9,91530.5,4.37372127,68,,91705.28098265114,,,,,,
2024-12-30 15:08:00,91605.9,91606.0,91431.9,91461.2,91458.6,11.34809857,258,,91673.33956153353,,,,,,
2024-12-30 15:09:00,91461.2,91461.2,91378.0,91378.0,91409.3,12.60026851,186,,91636.01978802307,,,,,,
2024-12-30 15:10:00,91386.4,91414.4,91256.6,91354.6,91338.7,22.62991561,249,,91601.53234136789,,,,,,
2024-12-30 15:11:00,91364.7,91409.9,91315.7,91409.8,91351.7,0.28150983,33,,91578.66054431326,,,,,,
2024-12-30 15:12:00,91409.9,91500.0,91361.0,91500.0,91403.1,4.47885666,65,,91569.49749995941,,,,,,
2024-12-30 15:13:00,91521.2,91600.0,91413.1,91459.7,91456.0,21.71278136,101,,91556.97349948305,,,,,,
2024-12-30 15:14:00,91494.9,91553.3,91485.5,91544.1,91500.0,1.15327210,50,,91555.53222387048,,,,,,
2024-12-30 15:15:00,91544.0,91544.0,91490.7,91501.1,91500.6,1.65616836,56,91621.375,91549.53837636721,92000.0,91256.6,172.9953144330509,91967.3656288661,91275.3843711339,35.69848172732162
2024-12-30 15:16:00,91501.0,91555.9,91501.0,91526.0,91529.2,0.31437104,36,91603.875,91546.98442628236,92000.0,91256.6,163.31398520383505,91930.50297040767,91277.24702959233,36.89727463312376
2024-12-30 15:17:00,91525.9,91525.9,91414.8,91414.8,91486.7,0.35397781,37,91578.88,91532.82994958694,92000.0,91256.6,151.03151849514123,91880.94303699028,91276.81696300973,32.24913003337859
2024-12-30 15:18:00,91404.8,91404.8,91321.3,91352.4,91365.0,3.32554603,59,91552.69499999999,91513.73542072624,92000.0,91256.6,141.9118053581203,91836.51861071623,91268.87138928375,31.713108457294396
2024-12-30 15:19:00,91352.4,91400.0,91322.8,91393.6,91369.4,18.30060850,66,91540.76,91501.15496233817,92000.0,91256.6,144.87120014543967,91830.50240029088,91251.01759970911,40.29122264703527
2024-12-30 15:20:00,91393.6,91400.0,91347.7,91347.7,91393.2,6.80776885,127,91523.89,91485.23623916651,92000.0,91256.6,146.81026387466434,91817.51052774933,91230.26947225067,36.19928010471211
2024-12-30 15:21:00,91359.2,91400.0,91333.7,91400.0,91353.0,0.53924390,40,91502.44,91476.4687184806,92000.0,91256.6,130.29650154854787,91763.0330030971,91241.84699690291,31.031128404670042
2024-12-30 15:22:00,91388.3,91400.0,91376.2,91376.3,91399.8,5.61840410,59,91480.85500000001,91466.2431744067,91808.0,91256.6,111.40077706901546,91703.65655413804,91258.05344586198,30.95721217468106
2024-12-30 15:23:00,91376.3,91376.3,91362.5,91362.6,91367.2,1.29226830,28,91464.725,91455.73487720161,91756.9,91256.6,103.31769031284394,91671.36038062569,91258.08961937432,34.254197579071686
2024-12-30 15:24:00,91362.6,91380.1,91315.2,91332.9,91361.7,7.89136321,69,91447.11,91443.35688700562,91685.2,91256.6,93.29613237316735,91633.70226474633,91260.51773525367,33.289061758847055
2024-12-30 15:25:00,91332.9,91500.0,91332.8,91499.9,91398.7,4.20873889,88,91441.635,91449.0233568384,91666.8,91256.6,86.21528302057563,91614.06556604114,91269.20443395885,45.21959311970682
2024-12-30 15:26:00,91500.0,91526.0,91432.2,91432.2,91495.6,0.24680874,27,91432.63999999998,91447.34575293517,91612.1,91256.6,76.30993865050802,91585.259877301,91280.02012269897,42.56795835743187
2024-12-30 15:27:00,91392.1,91392.1,91369.1,91369.1,91369.5,0.17477064,14,91420.8,91439.57798981054,91606.0,91256.6,65.63676761663513,91552.07353523327,91289.52646476674,40.656565656566194
2024-12-30 15:28:00,91369.0,91369.0,91310.0,91336.7,91317.5,0.40857412,43,91414.575,91429.40594048769,91600.0,91256.6,67.48144286825332,91549.5378857365,91279.6121142635,44.60992293705094
2024-12-30 15:29:00,91336.7,91499.9,91336.7,91460.8,91462.0,0.22583496,31,91418.715,91432.49877649294,91600.0,91256.6,67.6591245256783,91554.03324905135,91283.39675094864,53.46211741093832
2024-12-30 15:30:00,91449.8,91500.0,91422.1,91500.0,91444.5,0.59621625,28,91425.985,91439.12703674955,91600.0,91310.0,68.2167001856054,91562.41840037121,91289.55159962879,56.00033014196064
2024-12-30 15:31:00,91500.0,91536.7,91500.0,91500.0,91522.8,0.76847866,43,91430.495,91445.08681666327,91600.0,91310.0,70.04746867962716,91570.58993735925,91290.40006264074,53.900034590106976
2024-12-30 15:32:00,91500.0,91530.1,91404.6,91530.1,91497.2,0.68312850,27,91432.0,91453.38790983825,91600.0,91310.0,71.91779664093274,91575.83559328187,91288.16440671813,51.3727994162184
2024-12-30 15:33:00,91530.1,91530.1,91455.2,91500.0,91470.9,1.26705749,41,91434.015,91457.92840937396,91555.9,91310.0,73.2862899147995,91580.5875798296,91287.4424201704,51.85526194641382
2024-12-30 15:34:00,91500.1,91500.9,91500.0,91500.1,91500.1,0.14093530,16,91431.815,91462.0274542142,91555.9,91310.0,70.41173851748687,91572.63847703498,91290.99152296502,47.803952884807444
2024-12-30 15:35:00,91500.1,91552.8,91500.1,91539.2,91543.5,0.47211844,30,91433.72,91469.51388220518,91555.9,91310.0,72.85782550175614,91579.43565100351,91288.00434899649,51.90900891872882
2024-12-30 15:36:00,91539.2,91539.2,91500.0,91500.0,91524.2,1.12009683,40,91432.42,91472.46608069411,91552.8,91310.0,71.34078039502147,91575.10156079005,91289.73843920995,48.715668840150215
2024-12-30 15:37:00,91483.1,91484.6,91470.9,91484.6,91471.9,0.35244131,25,91435.91,91473.63922243734,91552.8,91310.0,72.13631759240151,91580.1826351848,91291.63736481521,53.808380619816674
2024-12-30 15:38:00,91500.0,91750.0,91500.0,91716.3,91709.6,2.84330487,68,91454.10500000001,91497.06650847704,91750.0,91310.0,92.87591878133023,91639.85683756266,91268.35316243736,66.75877314175187
2024-12-30 15:39:00,91747.6,91772.7,91747.5,91772.7,91749.7,2.55213578,28,91473.06,91523.64240251259,91772.7,91310.0,115.74674441256775,91704.55348882513,91241.56651117487,67.21773094740612
2024-12-30 15:40:00,91774.5,91945.1,91774.5,91941.4,91862.4,5.92131692,86,91502.745,91563.87409877086,91945.1,91310.0,152.27262765048332,91807.29025530096,91198.19974469903,74.2583966658494
2024-12-30 15:41:00,91941.4,91941.4,91900.1,91900.1,91929.2,0.58431400,41,91527.75,91596.21949799973,91945.1,91310.0,174.02080486631797,91875.79160973264,91179.70839026736,70.61927929413758
2024-12-30 15:42:00,91900.1,91900.1,91843.2,91873.8,91871.5,0.34593782,28,91552.625,91622.89742954915,91945.1,91310.0,186.3527720692713,91925.33054413855,91179.91945586145,70.46819715296654
2024-12-30 15:43:00,91873.8,91945.1,91873.8,91945.1,91891.7,0.27596935,14,91581.75,91653.8369954516,91945.1,91310.0,200.10281173228697,91981.95562346457,91181.54437653543,72.88082331683567
2024-12-30 15:44:00,91945.1,91977.0,91945.1,91964.2,91975.4,3.11380866,33,91613.315,91683.61622534393,91977.0,91310.0,208.40197310665695,92030.11894621332,91196.51105378669,75.00594153529336
2024-12-30 15:45:00,91965.3,92066.6,91965.2,92066.5,91993.2,11.41241035,96,91641.645,91720.32767648784,92066.6,91310.0,229.60586017418706,92100.85672034838,91182.43327965162,73.65564462257919
2024-12-30 15:46:00,92066.6,92252.8,92064.2,92064.2,92166.7,23.24053818,111,91673.24500000001,91753.27745479876,92252.8,91310.0,242.3972912715896,92158.03958254319,91188.45041745683,77.91026320438128
2024-12-30 15:47:00,92045.3,92045.3,91830.3,91830.3,91900.3,1.48537786,40,91696.30500000001,91760.6534492363,92252.8,91310.0,233.72265497247935,92163.75030994497,91228.85969005505,67.69762087490415
2024-12-30 15:48:00,91821.5,91831.0,91800.0,91800.0,91816.9,0.14449599,18,91719.47,91764.41945519032,92252.8,91336.7,218.68071678763658,92156.83143357528,91282.10856642472,67.80690291336806
2024-12-30 15:49:00,91800.1,91800.1,91749.9,91800.1,91751.2,2.77076500,47,91736.435,91767.8329503162,92252.8,91404.6,210.56798695812662,92157.57097391626,91315.29902608374,64.41498852918721
2024-12-30 15:50:00,91800.1,91920.6,91800.1,91831.7,91807.3,7.03429002,64,91753.02,91773.94037180457,92252.8,91404.6,203.92353210796537,92160.86706421594,91345.17293578407,64.18369964936306
2024-12-30 15:51:00,91818.5,91818.5,91739.2,91783.4,91786.2,1.85036127,41,91767.19,91774.84461695964,92252.8,91404.6,195.07075342584417,92157.3315068517,91377.04849314831,61.63764783180025
2024-12-30 15:52:00,91783.5,91800.0,91732.9,91770.2,91794.3,1.12809834,34,91779.19499999999,91774.40079452039,92252.8,91455.2,186.93009803842196,92153.05519607684,91405.33480392315,59.99833430498866
2024-12-30 15:53:00,91770.3,91829.8,91770.3,91791.6,91798.0,0.13811544,33,91793.775,91776.04376425086,92252.8,91470.9,174.99877856723447,92143.77255713446,91443.77744286552,62.23154362416162
2024-12-30 15:54:00,91791.6,91791.6,91743.1,91758.9,91762.3,0.43110866,33,91806.715,91774.40656180287,92252.8,91470.9,161.1617797024703,92129.03855940494,91484.39144059505,60.56671566225679
2024-12-30 15:55:00,91764.4,91867.5,91755.0,91865.0,91800.6,0.23952073,22,91823.005,91783.05584062671,92252.8,91470.9,148.68101664487392,92120.36703328975,91525.64296671026,62.61226385878001
2024-12-30 15:56:00,91899.9,91973.5,91899.9,91961.8,91948.0,0.35386039,24,91846.095,91800.11716587843,92252.8,91470.9,130.64288598283278,92107.38077196566,91584.80922803434,67.11384524162482
2024-12-30 15:57:00,91900.0,91909.9,91833.0,91833.0,91891.6,0.62990430,20,91863.515,91803.25519992078,92252.8,91500.0,99.39485994879419,92062.30471989758,91664.72528010242,61.91029673184715
2024-12-30 15:58:00,91833.0,91863.2,91833.0,91863.2,91860.9,0.14835064,23,91870.86,91808.97467612411,92252.8,91732.9,93.17676692591897,92057.21353385184,91684.50646614816,55.824280390135335
2024-12-30 15:59:00,91863.2,91946.5,91863.2,91924.6,91877.3,0.42147661,31,91878.455,91820.00484135134,92252.8,91732.9,90.91789514680312,92060.29079029361,91696.61920970639,55.99873627675564
2024-12-30 16:00:00,91909.7,91909.7,91863.1,91863.2,91869.4,1.01479083,33,91874.54500000001,91824.1248266208,92252.8,91732.9,89.74234742351535,92054.02969484705,91695.06030515298,46.62581981360049
2024-12-30 16:01:00,91863.2,91863.2,91765.0,91765.0,91861.8,2.12545709,23,91867.79000000001,91818.48626236468,92252.8,91732.9,92.7516599370742,92053.29331987415,91682.28668012586,44.44353047626877
2024-12-30 16:02:00,91765.0,91850.2,91765.0,91834.7,91830.6,1.07456469,23,91865.83499999999,91820.03232030317,92252.8,91732.9,93.02996843139168,92051.89493686278,91679.7750631372,48.447303629576496
2024-12-30 16:03:00,91826.6,91856.0,91816.4,91841.1,91840.6,0.05479812,18,91860.635,91822.04099053498,92252.8,91732.9,91.25585936503303,92043.14671873006,91678.12328126993,45.64562049907903
2024-12-30 16:04:00,91800.4,91848.8,91800.4,91843.2,91815.5,0.05796244,13,91854.58499999999,91824.05815549009,92252.8,91732.9,87.98062750298423,92030.54625500596,91678.62374499402,44.860686374448015
2024-12-30 16:05:00,91847.8,91868.6,91830.3,91868.6,91848.8,0.09841742,23,91844.69,91828.30408515286,92252.8,91732.9,72.6931032711279,91990.07620654226,91699.30379345774,41.006998091430255
2024-12-30 16:06:00,91959.6,92019.2,91877.2,91890.0,91956.6,1.77188691,36,91835.98000000001,91834.18471003285,92045.3,91732.9,52.692020768424904,91941.36404153686,91730.59595846316,42.21904591745618
2024-12-30 16:07:00,91862.3,91875.3,91830.2,91875.3,91838.0,0.11649944,19,91838.23,91838.10336001562,92019.2,91732.9,53.39282526241151,91945.01565052482,91731.44434947518,52.49944456787369
2024-12-30 16:08:00,91854.2,91875.2,91845.7,91875.2,91852.3,0.08626511,14,91841.99,91841.63874713218,92019.2,91732.9,53.20643906449402,91948.402878129,91735.57712187101,54.32183908045939
2024-12-30 16:09:00,91875.3,91875.3,91845.6,91848.9,91852.2,0.10441331,18,91844.43000000001,91842.3307153877,92019.2,91732.9,52.29545718448648,91949.02091436899,91739.83908563103,52.72260656103471
2024-12-30 16:10:00,91845.7,91845.7,91765.1,91765.1,91770.5,5.44109447,34,91841.1,91834.97136421647,92019.2,91732.9,55.18910075489677,91951.4782015098,91730.72179849021,46.4888232813165
2024-12-30 16:11:00,91765.1,91765.1,91746.7,91746.7,91750.7,0.39714053,22,91839.265,91826.56038495217,92019.2,91732.9,57.75885691961248,91954.78271383923,91723.74728616077,48.002177463255556
2024-12-30 16:12:00,91742.0,91762.3,91742.0,91749.0,91750.5,0.11856210,17,91838.205,91819.17035665378,92019.2,91742.0,59.26787960320627,91956.74075920641,91719.66924079359,48.83208461877502
2024-12-30 16:13:00,91750.5,91841.1,91750.5,91822.6,91799.3,0.02630009,12,91839.75499999999,91819.49712237202,92019.2,91742.0,58.38366277458193,91956.52232554916,91722.98767445082,51.614919774953044
2024-12-30 16:14:00,91822.6,91822.7,91792.5,91822.7,91821.6,0.66640495,18,91842.945,91819.80227072492,92019.2,91742.0,55.400080515118354,91953.74516103024,91732.14483896978,53.440465918895654
2024-12-30 16:15:00,91822.4,91845.7,91822.4,91845.7,91822.6,0.28235557,18,91841.98000000001,91822.26954330207,92019.2,91742.0,55.163275350520244,91952.30655070105,91731.65344929897,48.85677052481919
2024-12-30 16:16:00,91845.7,91845.7,91822.3,91834.5,91828.9,0.15319523,19,91835.615,91823.43469998972,92019.2,91742.0,47.409529077990285,91930.43405815598,91740.79594184403,41.60843770599865
2024-12-30 16:17:00,91845.6,91845.6,91800.0,91800.0,91812.0,0.49536060,23,91833.965,91821.2022148221,92019.2,91742.0,48.07491166510003,91930.1148233302,91737.8151766698,47.51580849141829
2024-12-30 16:18:00,91800.1,91979.8,91800.0,91979.8,91817.8,1.35457783,24,91839.79500000001,91836.31049453426,92019.2,91742.0,57.877424696529864,91955.54984939308,91724.04015060695,57.16392233964139
2024-12-30 16:19:00,91979.9,91979.9,91969.3,91979.8,91975.4,0.08538897,18,91842.555,91849.97921389731,92019.2,91742.0,63.205300202698,91968.96560040538,91716.1443995946,53.668261562998175
2024-12-30 16:20:00,91979.9,91986.3,91979.8,91986.3,91981.0,0.31520446,16,91848.70999999999,91862.96476937988,92019.2,91742.0,70.85270785619869,91990.41541571238,91707.0045842876,58.82437275985705
2024-12-30 16:21:00,91979.8,91979.9,91900.1,91900.1,91944.4,1.10125830,23,91855.465,91866.50210459674,92019.2,91742.0,68.86408639317732,91993.19317278636,91717.73682721364,59.85412107950444
2024-12-30 16:22:00,91900.0,91900.0,91750.4,91750.4,91834.1,0.14058677,15,91851.25,91855.44293232895,92019.2,91742.0,72.67633003528879,91996.60266007058,91705.89733992942,44.49379490529057
2024-12-30 16:23:00,91746.7,91746.7,91746.6,91746.7,91746.6,0.08533979,15,91846.53,91845.08491271189,92019.2,91742.0,76.34314569603632,91999.21629139208,91693.84370860792,43.81227058206553
2024-12-30 16:24:00,91746.7,91746.7,91695.0,91695.1,91715.5,0.57478927,37,91839.125,91830.79870124903,92019.2,91695.0,83.52765615132334,92006.18031230265,91672.06968769735,40.883909885510846
